Sample Input,Translation,Ground Truth
"By this means, according to investigators, a total of over $100 million was scammed.",Auf diese Weise wurden laut Untersuchungen insgesamt über 100 Millionen Dollar betrugen.,Auf diese Weise wurden den Ermittlern zufolge insgesamt über 100 Millionen Dollar ergaunert.
"""Current information indicates that even those outside our national borders have finally been caught,"" an SEC report states.","""Aktuelle Informationen zeigen, dass sogar diejenigen außerhalb unserer nationalen Grenzen endlich gefangen wurden"", so ein SEC-Bericht.","""Der heutige Vergleich zeigt, dass sogar diejenigen außerhalb unserer Landesgrenzen letztlich gefangen werden"", heißt es in der SEC-Mitteilung."
Proceedings against 32 other suspects in this case are continuing.,In diesem Fall laufen die Verfahren gegen 32 andere Verdächtige fort.,Die Prozesse gegen 32 weitere Beschuldigte in dem Fall dauerten an.
Most of the accused come from the Ukraine and Georgia.,Die meisten Angeklagten kommen aus der Ukraine und Georgien.,Die meisten der Angeklagten stammen aus der Ukraine und Georgien.
The perpetrators were operating out of both the USA and Eastern Europe.,Die Täter operierten sowohl aus den USA als auch aus Osteuropa.,Die Täter sollen sowohl in den USA als auch von Osteuropa aus agiert haben.
Ecumenical Hospice Care celebrates 20 years in Mannheim,Ecumenical Hospice Care feiert 20 Jahre in Mannheim,Ökumenische Hospizhilfe Mannheim besteht seit 20 Jahren
Business rules around the Paradeplatz in Mannheim,Geschäftsregeln rund um den Paradeplatz in Mannheim,Rund um den Mannheimer Paradeplatz herrscht reger Betrieb.
"People carry out their errands, some of them walking briskly, some of them strolling along in a leisurely fashion.","Die Leute machen ihre Fehler, einige gehen blitzschnell, andere wandern in erholsamer Weise entlang.","Die Menschen erledigen ihre Besorgungen, teilweise schnellen Schrittes, teilweise gemütlich bummelnd."
They head for the two branches of the Mannheim car showroom.,Sie fahren in die beiden Filialen des Mannheim Auto Showrooms.,Sie steuern die beiden Stationen des Mannheimer Autosalons am Paradeplatz an.
Trams stop.,Die Trams stoppen.,Stadtbahnen halten.
"Pulsing, vibrant life in the brilliant autumn sunshine, and right in the middle are four big blackboards each bearing the words, ""Before I die I want to…""","Das pulsierende, lebendige Leben in der glitzernden Herbstsonne und mitten in der Mitte befinden sich vier große schwarze Bretter mit den Worten: ""Bevor ich stirbe, will ich...""","Pulsierendes, pralles Leben bei herrlichem Herbstsonnenschein und mittendrin vier große Tafeln jeweils mit der Überschrift ""Bevor ich sterbe möchte ich""...."
"The Ecumenical Hospice Care organisation is carrying out this campaign to raise awareness of their 20th anniversary, and is encountering extremely mixed reactions.",Die kumenische Hospice Care Organisation führt diese Kampagne zur Sensibilisierung für ihren 20. Jahrestag durch und hat äußerst gemischte Reaktionen.,Die Ökumenische Hospizhilfe machte mit dieser Aktion auf ihr 20-jähriges Bestehen aufmerksam und sieht sich durchaus mit gemischten Reaktionen konfrontiert.
"""It's about life, which is why we are carrying out this campaign in the middle of the town, right among the people,"" says Josefine Lammer.","""It's about life, we are doing this campaign in the middle of the town, right among the people,"" says Josefine Lammer.","""Es geht ums Leben, daher sind wir mit der Aktion mitten in die Stadt und unter die Menschen gegangen"", sagt Josefine Lammer."
"The head of Ecumenical Hospice Care is also available to answer questions from and have discussions with passers-by, as are voluntary workers.","Der Leiter der kumenischen Hospizpflege steht ebenfalls zur Verfügung, um Fragen zu beantworten und Gespräche mit Passagieren zu führen, ebenso wie freiwillige Helfer.",Die Leiterin der Ökumenischen Hospizhilfe steht den Passanten ebenso für Fragen und Gespräche zur Verfügung wie die ehrenamtlichen Mitarbeiter.
"While many passers-by impulsively grab the chalk and complete the sentence with ""affirm my life"", ""be able to read"", ""drive through the USA in a camper van"", ""stop war"" or ""not suffer for long"", others stop briefly, read, say things like ""I'm not ready for that yet"", and carry on.","Während viele Passagiere impulsiv den Kalk ergreifen und den Satz mit ""bekräftigen mein Leben"", ""in der Lage zu lesen"", ""Fahren durch die USA in einem Camper van"", ""stoppen Krieg"" oder ""nicht leidet für lange"", andere stoppen kurz, lesen, sagen Dinge wie ""Ich bin noch nicht bereit für das"", und fortfahren.","Während manch ein Passant spontan zur Kreide greift und den Satz um ""mein Leben bejahen"", ""lesen können"", ""mit dem Camper durch die USA fahren"", ""den Krieg stoppen"" oder ""nicht lange leiden"" ergänzt, bleiben andere kurz stehen, lesen, sagen Sätze wie ""so weit bin ich noch nicht"" und gehen dann weiter."
"Again and again little discussions develop in corners about the campaign itself, about life, about dealing with dying.","Immer wieder entwickeln sich in den Ecken wenige Diskussionen über die Kampagne selbst, über das Leben, über den Umgang mit dem Tod.","Immer wieder entwickeln sich am Rande kleine Diskussionen über die Aktion an sich, über das Leben, den Umgang mit dem Sterben."
Peter Hübinger is also there now.,Peter Hübinger ist jetzt auch da.,Auch Peter Hübinger ist gerade vor Ort.
"""It's only when I consider that some day the end of this world is going to come for me that I can live responsibly,"" says the Director of the Protestant social charity Diakonischen Werk in Mannheim, which is a responsible body along with the Caritas Association for Ecumenical Hospice Care.","""Es ist nur dann, wenn ich bedenkt, dass irgendwann das Ende dieser Welt für mich kommen wird, dass ich verantwortungsbewusst leben kann"", sagt der Direktor des protestantischen sozialen Wohltätigkeitswerks Diakonischen Werk in Mannheim, das zusammen mit der Caritas Association for Ecumenical Hospice Care ein verantwortungsbewusstes Organ ist.","""Nur wenn ich mir klar mache, dass für mich irgendwann das Ende auf dieser Welt kommt, kann ich verantwortungsvoll leben"", sagt der Direktor des Diakonischen Werkes Mannheim, das gemeinsam mit dem Caritasverband Träger der Ökumenischen Hospizhilfe ist."
Which is why these high visibility campaigns are good for the 20-year-old organisation.,Deshalb sind diese Kampagnen mit hoher Sichtbarkeit für die 20-jährige Organisation gut.,Daher sei diese öffentlichkeitswirksame Aktion zum 20-Jährigen gut.
Of course it's understandable that not everyone wants to share their message publicly on the blackboards; in the end it's a very personal matter.,"Natürlich ist es verständlich, dass nicht jeder ihre Botschaft öffentlich auf den Blackboards teilen will; am Ende ist es eine sehr persönliche Angelegenheit.","Dass sich nicht jeder auf den Tafeln öffentlich mitteilen wolle, sei jedoch verständlich, schließlich handle es sich um eine sehr persönliche Sache."
"The topics of life and death are still steeped in taboos, according to Josefine Lammer's experience, although the hospice movement even over the last few years has done much to help people to accept it.","Die Themen Leben und Tod sind nach den Erfahrungen von Josefine Lammer noch immer tabu, obwohl die Hospizbewegung sogar in den letzten Jahren viel getan hat, um den Menschen zu helfen, sie zu akzeptieren.","Das Thema Tod und Sterben sei nach wie vor mit Tabus behaftet, so die Erfahrung von Josefine Lammer, wenngleich gerade die Hospizbewegung in den letzten Jahren viel dazu beigetragen habe, dass sich die Menschen öffnen."
A perception shared by Angelika Godefroid.,"Eine Wahrnehmung, die Angelika Godefroid teilt.","Eine Einschätzung, die Angelika Godefroid teilt."
"The volunteer worker, who helps people to deal with death and grief, has been with the organisation from the start.","Der Freiwillige, der Menschen bei der Bewältigung von Tod und Trauer hilft, war von Anfang an bei der Organisation.",Die Sterbe- und Trauerbegleiterin gehört zu den ehrenamtlichen Mitarbeitern der ersten Stunde.
Having been confronted with personal experiences of these issues she read a lot of literature and decided she wanted to get involved in helping people who are dying.,"Nachdem sie mit persönlichen Erfahrungen dieser Themen konfrontiert war, hat sie viel Literatur gelesen und beschlossen, sich an der Hilfe für Menschen zu beteiligen, die sterben.","Durch persönliches Erleben mit der Thematik konfrontiert, las sie viel Literatur und entschied sich, sich in der Sterbehilfe engagieren zu wollen."
"When the Ecumenical Hospice Care organisation appealed for volunteer helpers, she signed up immediately and was with them when they started up in 1995.","Als die kumenische Hospice Care-Organisation um Freiwilligenhilfen appellierte, schloss sie sich sofort an und war bei ihnen, als sie 1995 begann.","Als die Ökumenische Hospizhilfe per Aufruf Ehrenamtliche suchte, habe sie sich sofort gemeldet und sei bei der Gründung im Jahr 1995 dabei gewesen."
"Godefroid belongs to a team of 45 volunteers - 43 women and two men - who help those people affected and their relatives in private households, hospitals, care homes and in the Sankt Vincent Hospice.","Godefroid gehört zu einem Team von 45 Freiwilligen - 43 Frauen und zwei Männern -, die den Betroffenen und ihren Verwandten in privaten Haushalten, Krankenhäusern, Pflegeheimen und im Hospiz Sankt Vincent helfen.","Godefroid gehört zu einem Team von 45 Ehrenamtlichen - 43 Frauen und zwei Männer - das Betroffene und Angehörige in privaten Haushalten, Krankenhäusern, Pflegeheimen und im Hospiz Sankt Vincent begleitet."
They are all carefully trained.,Sie sind alle sorgfältig ausgebildet.,Alle sind sie sorgfältig geschult.
Angelika Godefroid is particularly well suited to handling this job and the experiences and everything it entails.,"Angelika Godefroid eignet sich besonders gut für den Umgang mit diesem Job und den Erfahrungen und alles, was es mit sich bringt.",Angelika Godefroid kann gut mit ihrer Aufgabe und den dabei gemachten Erfahrungen und Erlebnissen umgehen.
"""I see life from a different point of view, I believe it is precious and I seize the moment,"" she says.","""Ich sehe das Leben aus einem anderen Blickwinkel, ich glaube, es ist kostbar und ich ergreife den Moment"", sagt sie.","""Ich sehe das Leben von einer anderen Warte, halte es für kostbar und schätze den Augenblick"", sagt sie."
The outpatient services offered by the Ecumenical Hospice organisation are free of charge and denominationally independent.,Die von der kumenischen Hospizorganisation angebotenen ambulanten Dienste sind kostenlos und konfessionell unabhängig.,Das Angebot des ambulanten Ökumenischen Hospizdienstes ist kostenfrei und konfessionsunabhängig.
"Financial support from health insurance companies and donations by members enable education as well as training sessions, and training and supervision for palliative care providers and grief counsellors.",Finanzielle Unterstützung von Krankenversicherungsgesellschaften und Spenden von Mitgliedern ermöglichen sowohl Schulungen als auch Schulungen sowie Schulung und Betreuung von palliativen Pflegekräften und Trauerberatern.,Die finanzielle Unterstützung der Krankenkassen und Spenden von Angehörigen und Vereinen ermöglicht die Schulung sowie Fortbildungen und Supervisionen der Sterbe- und Trauerbegleiter.
Training for new staff is offered every two years.,Die Ausbildung für neue Mitarbeiter wird alle zwei Jahre angeboten.,Alle zwei Jahre werden Schulungen für neue Mitarbeitende angeboten.
"The blackboards, with the messages written on them on Saturday, are now on display in the Evangelical church (M1, 1a) and the Catholic church (F2, 6).","Die Blackboards mit den Botschaften, die am Samstag auf sie geschrieben wurden, werden nun in der Evangelischen Kirche (M1, 1a) und der katholischen Kirche (F2, 6) ausgestellt.","Die am Samstag beschriebenen Tafeln sind nun im Haus der evangelischen Kirche (M1, 1a) und im Haus der katholischen Kirche (F2, 6) ausgestellt."
Anyone who wants to can also write their own personal wishes on postcards there.,"Wer es will, kann dort auch seine eigenen Wünsche auf Postkarten schreiben.",Auch dort können weitere persönliche Wünsche auf Postkarten notiert werden.
"FedEx earnings mixed, lowers fiscal 2016 outlook","FedEx-Erträge vermischt, sinkt die Aussichten für das Haushaltsjahr 2016","FedEx-Ergebnis gemischt, Finanz-Aussichten für 2016 gesenkt"
"FedEx reported disappointing results for its latest quarter, and the delivery giant cut its full-year profit forecast on weaker demand for freight services and higher costs in its ground division.","FedEx berichtete enttäuschende Ergebnisse für sein jüngstes Quartal, und der Liefergigant senkte seine Gewinnprognose für das ganze Jahr hinsichtlich einer schwächeren Nachfrage nach Frachtdienstleistungen und höherer Kosten in seiner Bodenabteilung.","FedEx berichtet enttäuschende Ergebnisse für das letzte Quartal, und der Liefer-Gigant senkte seinen Gewinnausblick auf ein ganzes Jahr wegen der schwächeren Nachfrage nach Frachtdiensten und höheren Kosten in seinem Bodentransportdienst."
